Textbox6,KOD_NAZWA_KRAJ,ROK3,KOD_NAZWA_KRAJ3,WARTOŚĆ3
Kraje,KR - Korea Południowa,2017,Wartość usług nabytych,"392 000,9"
Kraje,KR - Korea Południowa,2018,Wartość usług nabytych,"495 356,2"
Kraje,KR - Korea Południowa,2019,Wartość usług nabytych,"700 243,2"
Kraje,KR - Korea Południowa,2020,Wartość usług nabytych,"874 614,6"
Kraje,KR - Korea Południowa,2021,Wartość usług nabytych,"1 245 564,5"
Kraje,KR - Korea Południowa,2022,Wartość usług nabytych,.
Kraje,KW - Kuwejt,2010,Wartość importu towarów według krajów pochodzenia,"5 389,9"
Kraje,KW - Kuwejt,2011,Wartość importu towarów według krajów pochodzenia,"3 532,2"
Kraje,KW - Kuwejt,2012,Wartość importu towarów według krajów pochodzenia,"12 060,3"
Kraje,KW - Kuwejt,2013,Wartość importu towarów według krajów pochodzenia,"11 699,7"
Kraje,KW - Kuwejt,2014,Wartość importu towarów według krajów pochodzenia,"10 396,6"
Kraje,KW - Kuwejt,2015,Wartość importu towarów według krajów pochodzenia,"1 605,4"
Kraje,KW - Kuwejt,2016,Wartość importu towarów według krajów pochodzenia,"5 517,0"
Kraje,KW - Kuwejt,2017,Wartość importu towarów według krajów pochodzenia,"7 968,1"
Kraje,KW - Kuwejt,2018,Wartość importu towarów według krajów pochodzenia,"18 259,8"
Kraje,KW - Kuwejt,2019,Wartość importu towarów według krajów pochodzenia,"21 555,8"
Kraje,KW - Kuwejt,2020,Wartość importu towarów według krajów pochodzenia,"24 963,6"
Kraje,KW - Kuwejt,2021,Wartość importu towarów według krajów pochodzenia,"43 845,9"
Kraje,KW - Kuwejt,2022,Wartość importu towarów według krajów pochodzenia,"67 978,7"
Kraje,KW - Kuwejt,2010,Wartość importu towarów według krajów wysyłki,"968,3"
Kraje,KW - Kuwejt,2011,Wartość importu towarów według krajów wysyłki,"920,6"
Kraje,KW - Kuwejt,2012,Wartość importu towarów według krajów wysyłki,"3 933,0"
Kraje,KW - Kuwejt,2013,Wartość importu towarów według krajów wysyłki,"7 744,1"
Kraje,KW - Kuwejt,2014,Wartość importu towarów według krajów wysyłki,"8 424,1"
Kraje,KW - Kuwejt,2015,Wartość importu towarów według krajów wysyłki,"2 138,2"
Kraje,KW - Kuwejt,2016,Wartość importu towarów według krajów wysyłki,"6 680,4"
Kraje,KW - Kuwejt,2017,Wartość importu towarów według krajów wysyłki,"3 885,2"
Kraje,KW - Kuwejt,2018,Wartość importu towarów według krajów wysyłki,"16 439,1"
Kraje,KW - Kuwejt,2019,Wartość importu towarów według krajów wysyłki,"11 102,4"
Kraje,KW - Kuwejt,2020,Wartość importu towarów według krajów wysyłki,"18 134,3"
Kraje,KW - Kuwejt,2021,Wartość importu towarów według krajów wysyłki,"36 320,7"
Kraje,KW - Kuwejt,2022,Wartość importu towarów według krajów wysyłki,"80 151,3"
Kraje,KW - Kuwejt,2010,Wartość usług nabytych,"4 161,5"
Kraje,KW - Kuwejt,2011,Wartość usług nabytych,"18 388,5"
Kraje,KW - Kuwejt,2012,Wartość usług nabytych,"31 735,4"
Kraje,KW - Kuwejt,2013,Wartość usług nabytych,"26 187,7"
Kraje,KW - Kuwejt,2014,Wartość usług nabytych,"58 690,3"
Kraje,KW - Kuwejt,2015,Wartość usług nabytych,"62 462,0"
Kraje,KW - Kuwejt,2016,Wartość usług nabytych,"27 719,6"
Kraje,KW - Kuwejt,2017,Wartość usług nabytych,"30 442,5"
Kraje,KW - Kuwejt,2018,Wartość usług nabytych,"8 266,5"
Kraje,KW - Kuwejt,2019,Wartość usług nabytych,"4 999,6"
Kraje,KW - Kuwejt,2020,Wartość usług nabytych,"6 389,2"
Kraje,KW - Kuwejt,2021,Wartość usług nabytych,"7 299,6"
Kraje,KW - Kuwejt,2022,Wartość usług nabytych,.
Kraje,KZ - Kazachstan,2010,Wartość importu towarów według krajów pochodzenia,"1 289 475,7"
Kraje,KZ - Kazachstan,2011,Wartość importu towarów według krajów pochodzenia,"1 516 534,7"
Kraje,KZ - Kazachstan,2012,Wartość importu towarów według krajów pochodzenia,"1 282 169,1"
Kraje,KZ - Kazachstan,2013,Wartość importu towarów według krajów pochodzenia,"1 849 331,1"
Kraje,KZ - Kazachstan,2014,Wartość importu towarów według krajów pochodzenia,"5 385 233,1"
Kraje,KZ - Kazachstan,2015,Wartość importu towarów według krajów pochodzenia,"3 546 130,2"
Kraje,KZ - Kazachstan,2016,Wartość importu towarów według krajów pochodzenia,"2 118 901,4"
Kraje,KZ - Kazachstan,2017,Wartość importu towarów według krajów pochodzenia,"3 488 345,4"
Kraje,KZ - Kazachstan,2018,Wartość importu towarów według krajów pochodzenia,"6 570 097,5"
Kraje,KZ - Kazachstan,2019,Wartość importu towarów według krajów pochodzenia,"5 597 849,1"
Kraje,KZ - Kazachstan,2020,Wartość importu towarów według krajów pochodzenia,"4 323 957,3"
Kraje,KZ - Kazachstan,2021,Wartość importu towarów według krajów pochodzenia,"3 927 234,6"
Kraje,KZ - Kazachstan,2022,Wartość importu towarów według krajów pochodzenia,"7 131 457,9"
Kraje,KZ - Kazachstan,2010,Wartość importu towarów według krajów wysyłki,"1 197 200,5"
Kraje,KZ - Kazachstan,2011,Wartość importu towarów według krajów wysyłki,"1 293 885,2"
Kraje,KZ - Kazachstan,2012,Wartość importu towarów według krajów wysyłki,"1 203 229,6"
Kraje,KZ - Kazachstan,2013,Wartość importu towarów według krajów wysyłki,"1 535 643,9"
Kraje,KZ - Kazachstan,2014,Wartość importu towarów według krajów wysyłki,"1 571 544,7"
Kraje,KZ - Kazachstan,2015,Wartość importu towarów według krajów wysyłki,"960 239,2"
Kraje,KZ - Kazachstan,2016,Wartość importu towarów według krajów wysyłki,"903 046,5"
Kraje,KZ - Kazachstan,2017,Wartość importu towarów według krajów wysyłki,"758 513,6"
Kraje,KZ - Kazachstan,2018,Wartość importu towarów według krajów wysyłki,"724 094,6"
Kraje,KZ - Kazachstan,2019,Wartość importu towarów według krajów wysyłki,"613 838,3"
Kraje,KZ - Kazachstan,2020,Wartość importu towarów według krajów wysyłki,"486 502,2"
Kraje,KZ - Kazachstan,2021,Wartość importu towarów według krajów wysyłki,"1 058 792,2"
Kraje,KZ - Kazachstan,2022,Wartość importu towarów według krajów wysyłki,"5 091 510,6"
Kraje,KZ - Kazachstan,2010,Wartość usług nabytych,"39 093,9"
Kraje,KZ - Kazachstan,2011,Wartość usług nabytych,"40 005,9"
Kraje,KZ - Kazachstan,2012,Wartość usług nabytych,"30 233,7"
Kraje,KZ - Kazachstan,2013,Wartość usług nabytych,"46 802,9"
Kraje,KZ - Kazachstan,2014,Wartość usług nabytych,"35 969,1"
Kraje,KZ - Kazachstan,2015,Wartość usług nabytych,"37 284,1"
Kraje,KZ - Kazachstan,2016,Wartość usług nabytych,"40 245,8"
Kraje,KZ - Kazachstan,2017,Wartość usług nabytych,"64 232,3"
Kraje,KZ - Kazachstan,2018,Wartość usług nabytych,"72 739,4"
Kraje,KZ - Kazachstan,2019,Wartość usług nabytych,"75 394,8"
Kraje,KZ - Kazachstan,2020,Wartość usług nabytych,"68 860,7"
Kraje,KZ - Kazachstan,2021,Wartość usług nabytych,"145 516,3"
Kraje,KZ - Kazachstan,2022,Wartość usług nabytych,.
Kraje,LA - Laos,2010,Wartość importu towarów według krajów pochodzenia,"31 363,3"
Kraje,LA - Laos,2011,Wartość importu towarów według krajów pochodzenia,"41 616,6"
Kraje,LA - Laos,2012,Wartość importu towarów według krajów pochodzenia,"33 058,4"
Kraje,LA - Laos,2013,Wartość importu towarów według krajów pochodzenia,"37 134,6"
Kraje,LA - Laos,2014,Wartość importu towarów według krajów pochodzenia,"21 263,2"
Kraje,LA - Laos,2015,Wartość importu towarów według krajów pochodzenia,"16 063,9"
Kraje,LA - Laos,2016,Wartość importu towarów według krajów pochodzenia,"3 951,8"
Kraje,LA - Laos,2017,Wartość importu towarów według krajów pochodzenia,"80 653,9"
Kraje,LA - Laos,2018,Wartość importu towarów według krajów pochodzenia,"7 988,7"
Kraje,LA - Laos,2019,Wartość importu towarów według krajów pochodzenia,"61 805,8"
Kraje,LA - Laos,2020,Wartość importu towarów według krajów pochodzenia,"76 022,0"
Kraje,LA - Laos,2021,Wartość importu towarów według krajów pochodzenia,"45 765,9"
Kraje,LA - Laos,2022,Wartość importu towarów według krajów pochodzenia,"45 577,1"
Kraje,LA - Laos,2010,Wartość importu towarów według krajów wysyłki,"17 503,2"
Kraje,LA - Laos,2011,Wartość importu towarów według krajów wysyłki,"22 600,8"
Kraje,LA - Laos,2012,Wartość importu towarów według krajów wysyłki,"20 107,8"
Kraje,LA - Laos,2013,Wartość importu towarów według krajów wysyłki,"14 856,4"
Kraje,LA - Laos,2014,Wartość importu towarów według krajów wysyłki,"4 833,8"
Kraje,LA - Laos,2015,Wartość importu towarów według krajów wysyłki,"3 359,5"
Kraje,LA - Laos,2016,Wartość importu towarów według krajów wysyłki,"95,1"
Kraje,LA - Laos,2017,Wartość importu towarów według krajów wysyłki,"74 967,2"
Kraje,LA - Laos,2018,Wartość importu towarów według krajów wysyłki,"1 834,8"
Kraje,LA - Laos,2019,Wartość importu towarów według krajów wysyłki,"43 417,2"
Kraje,LA - Laos,2020,Wartość importu towarów według krajów wysyłki,"48 558,2"
Kraje,LA - Laos,2021,Wartość importu towarów według krajów wysyłki,"3 174,6"
Kraje,LA - Laos,2022,Wartość importu towarów według krajów wysyłki,"3 235,1"
Kraje,LA - Laos,2010,Wartość usług nabytych,.
Kraje,LA - Laos,2011,Wartość usług nabytych,"165,6"
Kraje,LA - Laos,2012,Wartość usług nabytych,"280,7"
Kraje,LA - Laos,2013,Wartość usług nabytych,"174,5"
Kraje,LA - Laos,2014,Wartość usług nabytych,"109,9"
Kraje,LA - Laos,2015,Wartość usług nabytych,"112,2"
Kraje,LA - Laos,2016,Wartość usług nabytych,.
Kraje,LA - Laos,2017,Wartość usług nabytych,.
Kraje,LA - Laos,2018,Wartość usług nabytych,"262,5"
Kraje,LA - Laos,2019,Wartość usług nabytych,.
Kraje,LA - Laos,2020,Wartość usług nabytych,.
Kraje,LA - Laos,2021,Wartość usług nabytych,.
Kraje,LA - Laos,2022,Wartość usług nabytych,.
Kraje,LT - Litwa,2010,Wartość importu towarów według krajów pochodzenia,"3 218 210,7"
Kraje,LT - Litwa,2011,Wartość importu towarów według krajów pochodzenia,"4 272 138,9"
Kraje,LT - Litwa,2012,Wartość importu towarów według krajów pochodzenia,"3 716 460,6"
Kraje,LT - Litwa,2013,Wartość importu towarów według krajów pochodzenia,"4 440 853,6"
Kraje,LT - Litwa,2014,Wartość importu towarów według krajów pochodzenia,"4 664 465,2"
Kraje,LT - Litwa,2015,Wartość importu towarów według krajów pochodzenia,"4 161 014,9"
Kraje,LT - Litwa,2016,Wartość importu towarów według krajów pochodzenia,"5 322 872,9"
Kraje,LT - Litwa,2017,Wartość importu towarów według krajów pochodzenia,"6 940 548,4"
Kraje,LT - Litwa,2018,Wartość importu towarów według krajów pochodzenia,"7 982 022,3"
Kraje,LT - Litwa,2019,Wartość importu towarów według krajów pochodzenia,"8 379 510,6"
Kraje,LT - Litwa,2020,Wartość importu towarów według krajów pochodzenia,"6 666 298,2"
Kraje,LT - Litwa,2021,Wartość importu towarów według krajów pochodzenia,"9 683 612,9"
Kraje,LT - Litwa,2022,Wartość importu towarów według krajów pochodzenia,"18 304 246,7"
Kraje,LT - Litwa,2010,Wartość importu towarów według krajów wysyłki,"3 407 352,9"
Kraje,LT - Litwa,2011,Wartość importu towarów według krajów wysyłki,"4 473 969,1"
Kraje,LT - Litwa,2012,Wartość importu towarów według krajów wysyłki,"3 944 633,3"
Kraje,LT - Litwa,2013,Wartość importu towarów według krajów wysyłki,"4 737 438,1"
Kraje,LT - Litwa,2014,Wartość importu towarów według krajów wysyłki,"5 104 472,6"
Kraje,LT - Litwa,2015,Wartość importu towarów według krajów wysyłki,"4 723 120,4"
Kraje,LT - Litwa,2016,Wartość importu towarów według krajów wysyłki,"5 844 364,1"
Kraje,LT - Litwa,2017,Wartość importu towarów według krajów wysyłki,"7 360 546,8"
Kraje,LT - Litwa,2018,Wartość importu towarów według krajów wysyłki,"8 585 159,8"
Kraje,LT - Litwa,2019,Wartość importu towarów według krajów wysyłki,"8 836 051,0"
Kraje,LT - Litwa,2020,Wartość importu towarów według krajów wysyłki,"7 221 113,0"
Kraje,LT - Litwa,2021,Wartość importu towarów według krajów wysyłki,"10 627 589,9"
Kraje,LT - Litwa,2022,Wartość importu towarów według krajów wysyłki,"19 831 988,9"
Kraje,LT - Litwa,2010,Wartość usług nabytych,"921 214,1"
Kraje,LT - Litwa,2011,Wartość usług nabytych,"1 118 790,7"
Kraje,LT - Litwa,2012,Wartość usług nabytych,"1 121 348,2"
Kraje,LT - Litwa,2013,Wartość usług nabytych,"1 499 360,0"
Kraje,LT - Litwa,2014,Wartość usług nabytych,"1 411 754,7"
Kraje,LT - Litwa,2015,Wartość usług nabytych,"1 353 274,4"
Kraje,LT - Litwa,2016,Wartość usług nabytych,"1 436 351,8"
Kraje,LT - Litwa,2017,Wartość usług nabytych,"1 564 435,5"
Kraje,LT - Litwa,2018,Wartość usług nabytych,"1 823 445,5"
Kraje,LT - Litwa,2019,Wartość usług nabytych,"2 152 524,4"
Kraje,LT - Litwa,2020,Wartość usług nabytych,"2 164 433,2"
Kraje,LT - Litwa,2021,Wartość usług nabytych,"2 740 024,9"
Kraje,LT - Litwa,2022,Wartość usług nabytych,.
Kraje,LU - Luksemburg,2010,Wartość importu towarów według krajów pochodzenia,"738 869,2"
Kraje,LU - Luksemburg,2011,Wartość importu towarów według krajów pochodzenia,"1 221 275,6"
Kraje,LU - Luksemburg,2012,Wartość importu towarów według krajów pochodzenia,"1 268 362,5"
Kraje,LU - Luksemburg,2013,Wartość importu towarów według krajów pochodzenia,"1 286 283,3"
Kraje,LU - Luksemburg,2014,Wartość importu towarów według krajów pochodzenia,"1 306 416,2"
Kraje,LU - Luksemburg,2015,Wartość importu towarów według krajów pochodzenia,"1 211 357,6"
Kraje,LU - Luksemburg,2016,Wartość importu towarów według krajów pochodzenia,"1 109 980,1"
Kraje,LU - Luksemburg,2017,Wartość importu towarów według krajów pochodzenia,"1 613 455,3"
Kraje,LU - Luksemburg,2018,Wartość importu towarów według krajów pochodzenia,"1 899 281,2"
Kraje,LU - Luksemburg,2019,Wartość importu towarów według krajów pochodzenia,"1 270 145,2"
Kraje,LU - Luksemburg,2020,Wartość importu towarów według krajów pochodzenia,"1 262 174,5"
Kraje,LU - Luksemburg,2021,Wartość importu towarów według krajów pochodzenia,"1 595 505,3"
Kraje,LU - Luksemburg,2022,Wartość importu towarów według krajów pochodzenia,"1 930 987,0"
Kraje,LU - Luksemburg,2010,Wartość importu towarów według krajów wysyłki,"1 205 019,8"
Kraje,LU - Luksemburg,2011,Wartość importu towarów według krajów wysyłki,"2 028 315,3"
Kraje,LU - Luksemburg,2012,Wartość importu towarów według krajów wysyłki,"2 067 713,6"
Kraje,LU - Luksemburg,2013,Wartość importu towarów według krajów wysyłki,"1 822 146,3"
Kraje,LU - Luksemburg,2014,Wartość importu towarów według krajów wysyłki,"1 751 346,4"
Kraje,LU - Luksemburg,2015,Wartość importu towarów według krajów wysyłki,"1 579 691,1"
Kraje,LU - Luksemburg,2016,Wartość importu towarów według krajów wysyłki,"1 536 554,7"
Kraje,LU - Luksemburg,2017,Wartość importu towarów według krajów wysyłki,"2 070 025,0"
Kraje,LU - Luksemburg,2018,Wartość importu towarów według krajów wysyłki,"1 975 304,6"
Kraje,LU - Luksemburg,2019,Wartość importu towarów według krajów wysyłki,"1 875 866,8"
Kraje,LU - Luksemburg,2020,Wartość importu towarów według krajów wysyłki,"1 430 035,6"
Kraje,LU - Luksemburg,2021,Wartość importu towarów według krajów wysyłki,"1 890 532,3"
Kraje,LU - Luksemburg,2022,Wartość importu towarów według krajów wysyłki,"2 225 149,8"
Kraje,LU - Luksemburg,2010,Wartość usług nabytych,"850 786,0"
Kraje,LU - Luksemburg,2011,Wartość usług nabytych,"994 702,0"
Kraje,LU - Luksemburg,2012,Wartość usług nabytych,"1 252 507,1"
Kraje,LU - Luksemburg,2013,Wartość usług nabytych,"1 371 042,0"
Kraje,LU - Luksemburg,2014,Wartość usług nabytych,"1 530 436,6"
Kraje,LU - Luksemburg,2015,Wartość usług nabytych,"1 816 718,1"
Kraje,LU - Luksemburg,2016,Wartość usług nabytych,"2 016 271,2"
Kraje,LU - Luksemburg,2017,Wartość usług nabytych,"1 768 814,6"
Kraje,LU - Luksemburg,2018,Wartość usług nabytych,"1 938 950,9"
Kraje,LU - Luksemburg,2019,Wartość usług nabytych,"1 870 485,4"
Kraje,LU - Luksemburg,2020,Wartość usług nabytych,"1 925 649,5"
Kraje,LU - Luksemburg,2021,Wartość usług nabytych,"2 562 580,9"
Kraje,LU - Luksemburg,2022,Wartość usług nabytych,.
Kraje,LV - Łotwa,2010,Wartość importu towarów według krajów pochodzenia,"708 250,5"
Kraje,LV - Łotwa,2011,Wartość importu towarów według krajów pochodzenia,"995 572,1"
Kraje,LV - Łotwa,2012,Wartość importu towarów według krajów pochodzenia,"960 808,0"
Kraje,LV - Łotwa,2013,Wartość importu towarów według krajów pochodzenia,"1 017 905,4"
Kraje,LV - Łotwa,2014,Wartość importu towarów według krajów pochodzenia,"1 646 098,6"
Kraje,LV - Łotwa,2015,Wartość importu towarów według krajów pochodzenia,"1 492 486,7"
Kraje,LV - Łotwa,2016,Wartość importu towarów według krajów pochodzenia,"1 413 571,0"
Kraje,LV - Łotwa,2017,Wartość importu towarów według krajów pochodzenia,"1 697 724,9"
Kraje,LV - Łotwa,2018,Wartość importu towarów według krajów pochodzenia,"2 255 188,3"
Kraje,LV - Łotwa,2019,Wartość importu towarów według krajów pochodzenia,"1 735 685,5"
Kraje,LV - Łotwa,2020,Wartość importu towarów według krajów pochodzenia,"2 191 703,0"
Kraje,LV - Łotwa,2021,Wartość importu towarów według krajów pochodzenia,"2 499 185,1"
